CodMun,AtingidoPorSeca_4a,AtingidoPorAlagam_4a,AtingidoPorErosao_4a,AtingidoPorEnchente_4a,AtingidoPorEnxurrada_4a,AtingidoPorDeslizam_4a
3510906,Não,Não,Não sabe,Não,Não,Não
3511003,Não,Sim,Não sabe,Sim,Não,Não
3511102,Não,Sim,Não,Sim,Sim,Não
3511201,Sim,Sim,Não,Sim,Sim,Sim
3511300,Não,Não,Não,Não,Não,Não
3511409,Não sabe,Não,Não sabe,Não,Sim,Não
3511508,Não,Sim,Não,Sim,Não,Não
3511607,Não,Sim,Sim,Não,Sim,Não
3511706,Sim,Não,Não,Não,Sim,Não
3511904,Não,Não,Não,Não,Não,Não
3512001,Não,Sim,Não,Não,Não,Não
3512100,Não,Não,Não,Não,Não,Não
3512209,Não,Não,Não,Não,Não,Não
3512308,Não,Não,Não,Sim,Não,Não
3512407,Sim,Não,Sim,Não,Não,Não
3512506,Não,Não,Não,Não,Não,Não
3512605,Não,Não,Não,Não,Não,Não
3512704,Sim,Não,Sim,Não,Sim,Não
3512803,Sim,Sim,Não,Sim,Sim,Não
3512902,Não,Não,Não,Não,Não,Não
3513009,Não,Sim,Não,Sim,Sim,Sim
3513108,Não,Não,Sim,Não,Não,Não
3513207,Sim,Sim,Sim,Sim,Sim,Não
3513306,Não,Não,Não,Não,Não,Não
3513405,Não sabe,Sim,Sim,Sim,Sim,Sim
3513504,Não,Sim,Não,Não,Sim,Sim
3513603,Não,Sim,Sim,Sim,Sim,Não
3513702,Não,Não,Não,Não,Não,Não
3513801,Não,Sim,Sim,Sim,Sim,Sim
3513850,Não,Não,Não,Não,Não,Não
3513900,Não,Sim,Não,Não,Sim,Não
3514007,Não,Não,Não,Não,Não,Não
3514106,Não,Não,Sim,Não,Não,Não sabe
3514205,Não,Não,Não,Não,Não,Não
3514304,Não,Sim,Sim,Sim,Sim,Não sabe
3514403,Sim,Sim,Sim,Sim,Sim,Não sabe
3514502,Não,Não,Não,Sim,Sim,Não
3514601,Não sabe,Não,Não,Não,Não,Não
3514700,Não,Não,Sim,Não,Não,Não
3514809,Não,Não,Sim,Não,Não,Não
3514908,Não,Não,Não,Não,Não,Não
3514924,Não,Não,Não,Não,Não,Não
3514957,Sim,Não,Não sabe,Não,Não,Não
3515004,Não,Sim,Não,Sim,Sim,Sim
3515103,Não,Não,Não,Não,Não,Não
3515129,Não,Não,Não,Não,Não,Não
3515152,Não,Não,Não,Não,Não,Não
3515186,Sim,Sim,Não,Sim,Sim,Sim
3515194,Não,Não,Sim,Sim,Não,Sim
3515202,Não,Não,Não,Não,Não,Não
3515301,Não,Não,Não,Não,Não,Sim
3515350,Não,Não,Sim,Não,Não,Não
3515400,Não,Sim,Não,Sim,Não,Sim
3515509,Sim,Não,Sim,Não,Sim,Sim
3515608,Sim,Sim,Não,Sim,Sim,Não
3515657,Sim,Não,Sim,Não,Sim,Não
3515707,Não,Sim,Sim,Sim,Sim,Sim
3515806,Não,Não,Não,Sim,Não,Não
3515905,Sim,Não,Não,Não,Não,Não
3516002,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe
3516101,Sim,Sim,Não sabe,Não sabe,Sim,Não
3516200,Sim,Sim,Não,Sim,Sim,Não
3516309,Não,Sim,Sim,Sim,Sim,Sim
3516408,Não,Sim,Sim,Sim,Sim,Sim
3516507,Não,Não,Não,Não,Não,Não
3516606,Não,Não,Não,Não,Não sabe,Não sabe
3516705,Sim,Sim,Sim,Sim,Sim,Não
3516804,Não sabe,Sim,Não,Não,Não,Não
3516853,Não,Não,Não,Não,Não,Não
3516903,Não,Não,Não,Não,Não,Não
3517000,Não,Não,Não,Não,Não,Não
3517109,Sim,Não,Não,Não,Sim,Não
3517208,Não sabe,Não,Não,Não,Não,Não
3517307,Não,Não,Não,Não,Não,Não
3517406,Não,Não,Não,Não,Não,Não
3517505,Não,Não,Não,Não,Não,Não
3517604,Não,Sim,Sim,Sim,Sim,Sim
3517703,Não,Sim,Não,Sim,Sim,Não
3517802,Não,Não,Não,Não,Não,Não
3517901,Não,Não,Não,Não,Não,Não
3518008,Sim,Não,Não,Não,Não,Não
3518107,Não,Sim,Não,Sim,Não,Não
3518206,Sim,Sim,Sim,Sim,Sim,Não
3518305,Não,Sim,Sim,Sim,Não,Sim
3518404,Não,Sim,Não sabe,Sim,Não,Não sabe
3518503,Sim,Não,Não,Sim,Sim,Não
3518602,Sim,Sim,Sim,Sim,Sim,Não
3518701,Não,Sim,Sim,Sim,Sim,Sim
3518800,Sim,Sim,Sim,Sim,Sim,Sim
3518859,Não,Não,Não,Não,Não,Não
3518909,Não,Sim,Não,Não,Não,Não
3519006,Não,Sim,Sim,Sim,Não,Não
3519055,Sim,Não,Sim,Sim,Não,Não
3519071,Sim,Sim,Sim,Sim,Sim,Não
3519105,Sim,Não,Não,Não,Sim,Não
3519204,Não,Não,Não,Não,Não,Não
3519253,Não,Não,Não,Não,Não,Não
3519303,Não,Não,Não,Não,Não,Não
3519402,Não,Não,Não,Não,Não,Não
3519501,Sim,Sim,Não,Não,Não,Não
3519600,Sim,Sim,Não,Sim,Sim,Sim
3519709,Não,Não,Não,Não,Não,Não
3519808,Não sabe,Sim,Sim,Sim,Não sabe,Não
3519907,Sim,Não,Não,Não sabe,Não sabe,Não sabe
3520004,Não,Sim,Não,Sim,Sim,Não
3520103,Não sabe,Sim,Não sabe,Sim,Sim,Sim
3520202,Sim,Não,Não,Não,Não,Não
3520301,Não,Sim,Sim,Não,Sim,Não sabe
3520400,Não,Sim,Não,Sim,Sim,Sim
3520426,Não,Sim,Sim,Sim,Não,Não
3520442,Não,Não,Não,Não,Não,Não
3520509,Sim,Sim,Não,Sim,Não,Não
3520608,Não,Não,Sim,Não,Sim,Não
3520707,Sim,Não,Sim,Não,Não,Não
3520806,Não,Sim,Não,Não,Sim,Não
3520905,Não,Sim,Não,Não,Não,Não
3521002,Sim,Não,Não,Não,Sim,Não
3521101,Não,Não,Não,Não,Não,Não
3521150,Não,Não,Não,Não,Não,Não
3521200,Não,Sim,Não,Não,Sim,Sim
3521309,Sim,Sim,Não,Não,Sim,Não
3521408,Sim,Não,Não,Não,Não,Não
3521507,Não,Não,Não,Não,Não,Não
3521606,Não,Não,Não,Não,Sim,Não
3521705,Não,Sim,Sim,Sim,Sim,Não
3521804,Não,Sim,Sim,Sim,Não,Sim
3521903,Não,Não,Não,Não,Não,Não
3522000,Não,Não,Não,Não,Não,Não
3522109,Não,Sim,Não,Sim,Sim,Não
3522158,Não,Sim,Sim,Sim,Sim,Sim
3522208,Não,Sim,Sim,Sim,Sim,Sim
3522307,Não,Sim,Não,Sim,Sim,Sim
3522406,Não,Não,Não,Sim,Sim,Não
3522505,Não,Sim,Não,Sim,Não,Sim
3522604,Sim,Sim,Não sabe,Não,Não,Não
3522653,Não,Sim,Sim,Sim,Não,Sim
3522703,Não,Sim,Não,Não,Sim,Não
3522802,Não,Não,Não,Sim,Sim,Não
3522901,Não,Sim,Não,Sim,Não,Não
3523008,Não,Não,Não,Não,Não,Não
3523107,Não,Sim,Não sabe,Sim,Sim,Sim
3523206,Não,Sim,Sim,Não,Sim,Não
3523305,Não,Sim,Sim,Sim,Sim,Sim
3523404,Sim,Sim,Sim,Sim,Sim,Não
3523503,Sim,Sim,Não sabe,Sim,Não sabe,Não
3523602,Sim,Não,Não,Não,Não,Não
3523701,Não,Não,Não,Não,Não,Não
3523800,Não,Não,Não,Não,Não,Não
3523909,Sim,Sim,Não,Sim,Não,Não
3524006,Não,Sim,Não,Sim,Não,Não
3524105,Sim,Não,Não,Não,Não,Não
3524204,Sim,Não,Não,Não,Sim,Não
3524303,Não,Não,Não,Não,Não,Não
3524402,Sim,Sim,Sim,Não,Sim,Sim
3524501,Sim,Não,Não,Não,Não,Não
3524600,Não,Sim,Não,Sim,Sim,Sim
3524709,Sim,Sim,Não,Sim,Sim,Não
3524808,Sim,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe
3524907,Não sabe,Não,Não,Não,Não,Não
3525003,Não,Sim,Sim,Sim,Sim,Sim
3525102,Não,Não,Não,Não,Não,Não
3525201,Não,Sim,Não,Sim,Não,Sim
3525300,Não,Sim,Sim,Sim,Sim,Não
3525409,Não,Não,Não,Não,Não,Não
3525508,Sim,Sim,Sim,Sim,Não,Não
3525607,Não sabe,Não,Não sabe,Não,Não sabe,Não
3525706,Sim,Não,Não,Não sabe,Não,Não
3525805,Não,Sim,Não,Não,Não,Não
3525854,Não,Não,Não,Não,Não,Não
3525904,Sim,Sim,Sim,Sim,Sim,Sim
3526001,Não,Não,Não,Não,Sim,Não
3526100,Não,Sim,Não,Não,Não,Não sabe
3526209,Sim,Sim,Sim,Sim,Sim,Sim
3526308,Não,Não,Não,Não,Não,Não
3526407,Não,Não,Não,Não,Não,Não
3526506,Sim,Não,Não sabe,Não,Não,Não
3526605,Sim,Sim,Sim,Sim,Sim,Não
3526704,Sim,Sim,Não,Sim,Não,Não
3526803,Não,Sim,Não sabe,Não,Sim,Não
3526902,Não,Não,Não,Não,Sim,Não
3527009,Sim,Sim,Não,Sim,Não,Sim
3527108,Não,Sim,Não,Sim,Sim,Não
3527207,Não,Sim,Não,Não,Sim,Não
3527256,Não,Não,Não,Não,Não,Não
3527306,Sim,Sim,Não,Sim,Não,Não
3527405,Não,Sim,Sim,Sim,Sim,Sim
3527504,Não,Sim,Não,Não,Não,Não
3527603,Sim,Não,Não sabe,Não,Não,Não
3527702,Não,Não,Não,Sim,Não,Não
3527801,Não,Não,Não,Não,Não,Não
3527900,Não,Não,Sim,Não,Não,Não
3528007,Não,Não,Não,Não,Não,Não
3528106,Não,Não,Sim,Não,Não,Não
3528205,Não,Não,Não,Não,Não,Não
3528304,Não,Não,Não,Não,Não,Não
3528403,Sim,Sim,Não,Não,Sim,Sim
3528502,Sim,Sim,Sim,Sim,Sim,Sim
3528601,Não,Sim,Sim,Sim,Sim,Não
3528700,Não,Não,Sim,Não,Não sabe,Não
3528809,Não,Sim,Não,Sim,Sim,Não
3528858,Não,Não,Não,Não,Não,Não
3528908,Não,Não,Não,Não,Não,Não
3529005,Não,Não,Não,Não,Sim,Não
3529104,Não,Não,Não,Não,Não,Não
3529203,Não,Sim,Não,Não,Sim,Não
3529302,Não,Sim,Sim,Sim,Sim,Não
3529401,Sim,Sim,Não,Sim,Sim,Sim
3529500,Não,Não,Não,Não,Não,Não
3529609,Não,Não,Não,Não,Não,Não
3529658,Sim,Sim,Sim,Não,Sim,Não
3529708,Não,Não,Não,Não,Não,Não
3529807,Não,Não,Não,Não,Não,Não
3529906,Não,Sim,Não,Sim,Sim,Sim
3530003,Sim,Não,Não,Não,Não,Não
3530102,Sim,Não,Não,Não,Não,Não
3530201,Não,Sim,Sim,Não,Não,Não
3530300,Sim,Não,Sim,Não,Não,Não
3530409,Não,Não,Não,Não,Não,Não
3530508,Não,Sim,Sim,Sim,Sim,Sim
3530607,Não,Sim,Não,Não,Não,Não
3530706,Sim,Sim,Não,Sim,Sim,Sim
3530805,Não,Sim,Sim,Sim,Sim,Sim
3530904,Sim,Sim,Não sabe,Sim,Sim,Não
3531001,Não,Não,Não,Não,Não,Não
3531100,Não,Sim,Não,Sim,Sim,Sim
3531209,Não,Não,Não,Não,Não,Não
3531308,Não,Não,Não,Não,Não,Não
3531407,Não,Não,Não,Não,Não,Não
3531506,Não,Não,Não,Não,Sim,Não
3531605,Não,Sim,Sim,Não,Sim,Não
3531704,Sim,Sim,Sim,Não,Sim,Sim
3531803,Não,Não,Não,Não,Não,Não
3531902,Sim,Não,Não,Não,Não,Não
3532009,Sim,Sim,Não,Sim,Sim,Não
3532058,Não,Não,Não,Sim,Não,Não
3532108,Sim,Não,Não,Sim,Sim,Não
3532157,Sim,Não,Não sabe,Não sabe,Não,Não
3532207,Não,Não,Não,Não,Não,Não
3532306,Não,Não,Não,Não,Não,Não
3532405,Não,Não,Não,Não,Não,Não
3532504,Não,Não,Não,Não,Não,Não
3532603,Não,Não,Não,Não,Não,Não
3532702,Sim,Não,Sim,Não,Não,Não
3532801,Não,Não,Não,Não,Não,Não
3532827,Não,Sim,Não,Não,Sim,Não
3532843,Não,Não,Não,Não,Não,Não
3532868,Não,Não,Não,Não,Não,Não
3532900,Sim,Não,Não,Sim,Não,Não
3533007,Sim,Não,Sim,Sim,Sim,Não
3533106,Não,Não,Não,Não,Não,Não
3533205,Não,Sim,Não sabe,Sim,Não,Não
3533254,Não,Sim,Não,Sim,Não,Não
3533304,Sim,Não,Não,Não,Não,Não
3533403,Sim,Sim,Não,Sim,Sim,Não
3533502,Não,Não,Não,Não,Sim,Não
3533601,Não,Não,Não sabe,Não,Não,Não
3533700,Não,Não,Sim,Não,Não,Não
3533809,Não,Não,Não,Não,Não,Não
3533908,Sim,Sim,Não,Sim,Sim,Não
3534005,Não,Não,Não,Não,Não,Não
3534104,Não,Não,Não,Não,Não,Não
3534203,Não,Não,Não,Não,Não,Não
3534302,Sim,Não sabe,Não sabe,Não,Não,Não
3534401,Não,Sim,Não,Sim,Não,Sim
3534500,Não,Não,Não,Não,Não,Não
3534609,Não,Sim,Não,Não,Sim,Não
3534708,Não,Sim,Não,Sim,Sim,Não
3534757,Sim,Não,Não,Não,Não,Não
3534807,Não,Não,Não,Não,Não,Não
3534906,Não,Sim,Sim,Não,Sim,Não
3535002,Não,Não,Não,Não,Não,Não
3535101,Não,Sim,Não,Sim,Sim,Não
3535200,Não sabe,Não,Não,Não,Não,Não
3535309,Não,Não,Não,Não,Não,Não
3535408,Não,Não,Não,Não,Não,Não
3535507,Não,Não,Não,Não,Não,Não
3535606,Sim,Sim,Sim,Sim,Não,Não
3535705,Não,Não,Não,Não,Não,Não
3535804,Não,Não,Não,Não,Não,Não
3535903,Sim,Não,Sim,Não,Não,Não
3536000,Não,Sim,Sim,Não,Sim,Não
3536109,Sim,Não,Sim,Não,Não,Não
3536208,Não,Sim,Não,Sim,Não,Não
3536257,Não,Não,Não,Não,Não,Não
3536307,Não,Não,Não,Não,Não,Não
3536406,Não,Não,Sim,Sim,Sim,Não
3536505,Não,Não,Não,Sim,Não,Não
3536570,Não,Não,Sim,Não sabe,Sim,Não
3536604,Não,Não,Não,Não,Não,Não
3536703,Não,Sim,Sim,Sim,Sim,Não
3536802,Não,Não,Não,Não,Não,Não
3536901,Não,Não,Não,Não,Não,Não
3537008,Não,Não,Não,Não,Não,Não
3537107,Sim,Não,Não,Não,Não,Não
3537156,Não,Não,Não,Não,Não,Não
3537206,Sim,Sim,Sim,Sim,Sim,Sim
3537305,Não,Não,Não,Não,Não,Não
3537404,Não,Não,Não,Não,Não,Não
3537503,Não,Não,Não,Não sabe,Não sabe,Não
3537602,Não,Sim,Não,Não,Sim,Não
3537701,Sim,Sim,Não,Não,Não,Não
3537800,Sim,Sim,Não,Sim,Não,Não
3537909,Não,Sim,Não,Sim,Sim,Sim
3538006,Sim,Sim,Não,Sim,Sim,Sim
3538105,Não,Não,Não,Sim,Não,Não
3538204,Não,Não,Não,Não,Não,Não
3538303,Não,Não,Não,Não,Sim,Não
3538501,Não,Sim,Não,Sim,Sim,Sim
3538600,Sim,Sim,Não,Sim,Não,Não
3538709,Não,Sim,Não,Sim,Sim,Sim
3538808,Não,Não,Não,Não,Não,Não
3538907,Não,Não,Não,Não,Sim,Sim
3539004,Não,Não,Não,Não,Não,Não
3539103,Não,Sim,Não,Não,Não,Não
3539202,Não,Não,Não,Não,Sim,Não
3539301,Sim,Sim,Não,Não,Sim,Não
3539400,Não,Não sabe,Não sabe,Não,Sim,Não sabe
3539509,Não,Não,Não sabe,Não,Não sabe,Não
3539608,Não,Não,Não sabe,Não,Não,Não
3539707,Não,Não,Não,Não,Não,Não
3539806,Não,Sim,Não,Sim,Sim,Sim
3539905,Não,Sim,Não,Não,Sim,Não
3540002,Não,Sim,Sim,Sim,Sim,Sim
3540101,Não,Não,Não,Não,Não,Não
3540200,Não,Não,Não,Não,Não,Não
3540259,Não,Não,Não,Não,Não,Não
3540309,Não,Não,Não,Não,Não,Não
3540408,Não,Não,Sim,Não,Não,Não
3540507,Não,Não,Não sabe,Não,Não sabe,Não
3540606,Não,Sim,Não,Sim,Não,Não
3540705,Sim,Sim,Não,Sim,Sim,Não
3540754,Não,Não,Não,Não,Não,Não
3540804,Não,Não,Não,Não,Não,Não
3540853,Não,Não,Sim,Sim,Não,Não
3540903,Não sabe,Não,Não,Não sabe,Não,Não sabe
3541000,Não,Sim,Não,Sim,Não,Não
3541059,Não,Não,Não,Sim,Não,Não
3541109,Não,Não,Não,Não,Não,Não
3541208,Não,Sim,Não sabe,Não sabe,Não,Não
3541307,Não,Sim,Sim,Sim,Não,Sim
3541406,Não,Sim,Não,Não,Sim,Não
3541505,Não,Não,Não,Não,Não,Não
3541604,Não,Sim,Não,Não,Não,Não
3541653,Sim,Sim,Sim,Sim,Sim,Não
3541703,Não,Não,Sim,Sim,Não,Não
3541802,Não,Não,Não,Não,Não,Não
3541901,Sim,Sim,Não,Sim,Sim,Sim
3542008,Não,Não,Não,Não,Não,Não
3542107,Não,Sim,Não,Sim,Sim,Não
3542206,Sim,Não,Sim,Sim,Sim,Não
3542305,Sim,Sim,Não,Não,Sim,Sim
3542404,Não,Sim,Sim,Não,Sim,Não
3542503,Não,Sim,Não sabe,Sim,Não,Não
3542602,Não,Sim,Não,Sim,Não,Sim
3542701,Não,Não,Não,Não,Não,Não
3542800,Não,Não,Não,Não,Não,Não
3542909,Não,Não,Não,Não,Sim,Não
3543006,Não,Não,Não,Não,Não,Não
3543105,Não,Não,Não,Não,Não,Não
3543204,Não,Não,Não,Sim,Sim,Não
3543238,Não,Não,Não,Não,Não,Não
3543253,Não,Não,Não,Não,Não,Não
3543303,Não,Sim,Não,Não,Sim,Sim
3543402,Não,Não,Não,Não,Não,Não
3543501,Não,Sim,Não,Sim,Sim,Não
3543600,Sim,Não,Não,Não,Não,Não
3543709,Não,Não,Não,Não,Não,Não
3543808,Não,Não,Não,Não,Não,Não
3543907,Sim,Sim,Não,Sim,Sim,Sim
3544004,Não,Não,Não,Não,Não,Não
3544103,Não,Sim,Não,Sim,Sim,Sim
3544202,Não,Não,Não,Não,Não,Não
3544251,Não,Sim,Sim,Sim,Sim,Não sabe
3544301,Não,Não,Não,Não,Não,Não
3544400,Não,Não,Não,Não,Não,Não
3544509,Não,Não,Não,Não,Não,Não
3544608,Não,Não,Não,Não,Não,Não
3544707,Não,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe
3544806,Não,Não,Não,Não,Não,Não
3544905,Não,Não,Não,Não,Não,Não
3545001,Sim,Não,Não,Não,Não,Não
3545100,Não,Não,Não,Não,Sim,Não
3545159,Não sabe,Não,Não,Não,Não,Não
3545209,Sim,Sim,Não,Sim,Sim,Sim
3545308,Não,Sim,Sim,Sim,Não sabe,Não
3545407,Não,Sim,Não,Não,Não,Não
3545506,Não,Não,Não,Não,Sim,Não
3545605,Sim,Sim,Não,Não,Sim,Não
3545704,Não,Não,Não,Não,Não,Não
3545803,Sim,Sim,Não,Sim,Não,Sim
3546009,Sim,Não,Sim,Não,Sim,Sim
3546108,Sim,Não,Não,Sim,Sim,Não
3546207,Não,Não,Sim,Não,Não,Não
3546256,Sim,Não,Sim,Não,Não,Não
3546306,Não,Não,Não,Não,Sim,Não
3546405,Não,Sim,Sim,Sim,Sim,Não
3546504,Não,Não,Não,Não,Não,Não
3546603,Não,Não,Não,Não,Não,Não
3546702,Sim,Não,Não,Não,Sim,Não
3546801,Sim,Sim,Não,Sim,Sim,Não
3546900,Não,Não,Não,Não,Não,Não
3547007,Não,Sim,Sim,Sim,Sim,Não
3547106,Não,Sim,Não,Não,Sim,Não
3547205,Não sabe,Não,Não,Não,Não,Não
3547304,Não,Sim,Não,Sim,Não,Sim
3547403,Não,Não,Não,Não,Não,Não
3547502,Sim,Não sabe,Não sabe,Não sabe,Sim,Não
3547601,Sim,Não,Sim,Não,Não,Não
3547650,Não sabe,Não,Não,Não,Não,Não
3547700,Não,Não,Não,Sim,Não,Não
3547809,Não,Sim,Não,Não,Sim,Sim
3547908,Sim,Não,Não sabe,Não,Não,Não
3548005,Sim,Sim,Não,Não,Sim,Não
3548054,Não,Não,Não,Não,Não,Não
3548104,Não,Sim,Não,Não,Não,Não
3548203,Sim,Sim,Não,Não,Não,Não
3548302,Não,Não,Não,Não,Não,Não
3548401,Não,Não,Não,Não,Não,Não
3548500,Não,Sim,Não,Sim,Sim,Sim
3548609,Sim,Sim,Sim,Sim,Sim,Sim
3548708,Não,Sim,Sim,Não,Não,Sim
3548807,Não,Sim,Não,Não,Não,Não
3548906,Não,Sim,Sim,Sim,Sim,Não
3549003,Não,Não,Não,Não,Não,Não
3549102,Não,Sim,Não,Não,Sim,Não
3549201,Não,Não,Não,Não,Não,Não
3549250,Não,Não,Não,Não,Sim,Não
3549300,Não,Não,Não,Não,Sim,Não
3549409,Sim,Não,Sim,Não,Sim,Não
3549508,Não,Não,Não,Não,Não,Não
3549607,Não,Não,Não,Não,Não,Sim
3549706,Sim,Sim,Não sabe,Sim,Sim,Não
3549805,Sim,Sim,Não,Não,Sim,Não
3549904,Não,Sim,Não,Sim,Não,Sim
3549953,Não,Sim,Não sabe,Sim,Sim,Não sabe
3550001,Sim,Sim,Não,Sim,Não,Não
3550100,Não,Sim,Não,Sim,Sim,Não
3550209,Não,Não,Não,Não,Sim,Não
3550308,Sim,Sim,Sim,Sim,Não sabe,Sim
3550407,Não,Não,Não,Não,Não,Não
3550506,Sim,Sim,Não sabe,Sim,Sim,Não sabe
3550605,Sim,Sim,Sim,Sim,Sim,Sim
3550704,Não,Sim,Sim,Sim,Sim,Sim
3550803,Sim,Não,Não,Não,Não,Não
3550902,Sim,Sim,Não sabe,Sim,Sim,Sim
3551009,Não,Sim,Sim,Sim,Sim,Sim
3551108,Não,Não,Sim,Não,Sim,Não
3551207,Não,Não,Não sabe,Não,Não,Não
3551306,Não,Não,Sim,Não,Não,Não
3551405,Não,Não,Não,Não,Não,Não
3551504,Não,Não,Não,Não,Não,Não
3551603,Sim,Não,Não,Não,Não,Não
3551702,Não,Sim,Não,Sim,Sim,Não
3551801,Não,Não,Não,Não,Não,Não
3551900,Não,Não,Sim,Não,Sim,Não
3552007,Sim,Não,Sim,Não,Não,Não
3552106,Sim,Sim,Não,Sim,Sim,Não
3552205,Sim,Sim,Não,Sim,Sim,Não
3552304,Não,Sim,Não,Não,Não,Não
3552403,Não,Sim,Não,Sim,Sim,Não sabe
3552502,Não,Sim,Não,Sim,Sim,Não
3552551,Sim,Não,Não,Não,Não,Não
3552601,Não,Sim,Sim,Sim,Sim,Não
3552700,Não,Não,Não,Sim,Não,Não
3552809,Não,Sim,Não,Sim,Sim,Sim
3552908,Não,Não,Não sabe,Não,Não,Não
3553005,Não,Não,Não,Não,Não,Não
3553104,Não,Não,Não,Não,Não,Não
3553203,Não,Não,Não,Não,Não,Não
3553302,Sim,Não,Não,Não,Não,Não
3553401,Não,Não,Sim,Sim,Não,Não
3553500,Não sabe,Sim,Não,Não,Não,Não sabe
3553609,Não,Não,Não,Sim,Sim,Não
3553658,Não,Não,Não,Não,Não,Não
3553708,Não,Não,Não,Não,Não,Não
3553807,Sim,Sim,Não sabe,Sim,Sim,Não
3553856,Não,Não,Sim,Não,Não,Não
3553906,Não,Não,Não,Não,Não,Não
3553955,Sim,Sim,Sim,Sim,Sim,Não
3554003,Não,Não,Não,Sim,Sim,Não
3554102,Não,Sim,Sim,Sim,Sim,Não
3554201,Não,Sim,Sim,Sim,Não,Não
3554300,Não,Sim,Sim,Não,Sim,Não
3554409,Não,Não,Não,Não,Não,Não
3554508,Não,Sim,Sim,Sim,Sim,Não
3554607,Não,Não,Não,Não,Não,Não
3554656,Não,Sim,Sim,Sim,Não,Não
3554706,Não,Não,Não,Não,Não,Não
3554755,Não,Não,Não,Não,Não,Não
3554805,Não,Não,Não,Não,Não,Não
3554904,Não,Não,Não,Não,Não,Não
3554953,Sim,Não,Não,Não,Não,Não
3555000,Não,Sim,Sim,Sim,Sim,Não
3555109,Não,Sim,Não sabe,Não,Sim,Não
3555208,Não,Não,Não,Não,Não,Não
3555307,Não,Não,Não,Não,Não,Não
3555356,Não,Não,Não,Não,Não,Não
3555406,Não,Sim,Não,Sim,Não,Não
3555505,Não,Não,Não,Não,Não,Não
3555604,Sim,Não,Não,Não,Não,Não
3555703,Não,Não,Não,Não,Não,Não
3555802,Não,Não,Não,Não,Não,Não
3555901,Não,Não,Não,Sim,Não,Não
3556008,Sim,Não,Não,Não,Não,Não
3556107,Não,Sim,Sim,Sim,Sim,Não
3556206,Sim,Sim,Sim,Sim,Sim,Sim
3556305,Sim,Não,Não,Não,Não,Não
3556354,Não,Sim,Não,Sim,Sim,Não
3556404,Sim,Sim,Sim,Não,Não,Não
3556453,Não,Sim,Não,Sim,Sim,Não
3556503,Sim,Sim,Não,Sim,Sim,Sim
3556602,Não,Sim,Sim,Não,Sim,Não
3556701,Sim,Sim,Não,Não,Sim,Sim
3556800,Não,Sim,Não,Sim,Não,Não
3556909,Não,Não,Não,Não,Não,Não
3556958,Não sabe,Não,Não sabe,Não,Não,Não
3557006,Não,Sim,Não,Sim,Sim,Não
3557105,Sim,Sim,Não,Sim,Sim,Não
3557154,Sim,Não,Não,Não,Não,Não
3557204,Não,Não,Não,Não,Não,Não
3557303,Não,Sim,Não,Sim,Não,Não
4100103,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe,Não sabe
4100202,Não,Não,Não,Sim,Não,Sim
4100301,Não,Sim,Não,Não,Sim,Não
4100400,Não,Sim,Sim,Sim,Sim,Sim
4100459,Não,Sim,Não,Sim,Sim,Sim
4100509,Não,Não,Sim,Não,Sim,Não
4100608,Não,Sim,Não,Sim,Sim,Não
4100707,Não,Não,Não,Não,Não,Não
4100806,Não,Não,Sim,Não,Não,Não
4100905,Não,Sim,Sim,Não,Sim,Sim
4101002,Não sabe,Não,Não,Não,Não,Não
4101051,Não,Não,Não,Não,Não,Não
4101101,Sim,Não,Não,Não,Não,Não
4101150,Não,Não,Não,Não,Não,Não
4101200,Não,Sim,Não,Sim,Sim,Sim
4101309,Não sabe,Sim,Não,Sim,Não,Não sabe
4101408,Não,Sim,Não sabe,Não,Sim,Não
4101507,Não,Sim,Sim,Não,Sim,Sim
4101606,Não,Não,Não,Sim,Sim,Sim
4101655,Não,Não,Não,Sim,Sim,Não
4101705,Não,Não,Sim,Não,Sim,Não
4101804,Não,Sim,Não,Sim,Não,Sim
4101853,Não,Sim,Sim,Sim,Sim,Sim
4101903,Não,Sim,Não,Não,Sim,Não
4102000,Não,Não,Não,Não,Não,Não
4102109,Não,Sim,Sim,Não,Sim,Não
4102208,Não,Não,Não,Sim,Sim,Não
4102307,Não,Não,Não,Não,Não,Não
4102406,Não,Não,Não,Não,Não,Não
4102505,Não,Sim,Não,Sim,Sim,Sim
4102604,Não,Sim,Não,Não,Não,Sim
4102703,Não,Sim,Não,Sim,Sim,Não
4102752,Não,Não,Não,Não,Não,Não
4102802,Não sabe,Não,Não,Não,Não,Não
4102901,Não,Sim,Não sabe,Sim,Sim,Sim
4103008,Não,Não,Não,Não,Não,Não
4103024,Não,Sim,Não,Sim,Sim,Não
4103040,Não,Não,Não,Não,Não,Não
4103057,Não,Não,Não,Sim,Sim,Sim
4103107,Sim,Não,Não,Não,Não,Não
4103156,Não,Sim,Sim,Sim,Sim,Não
4103206,Não,Não,Sim,Não,Não,Não
4103222,Não,Não,Não,Não,Não,Não
4103305,Sim,Não,Sim,Não,Sim,Sim
4103354,Não,Não,Não,Não,Não,Não
4103370,Não,Sim,Não,Não,Sim,Não
4103404,Não,Não,Não,Não,Não,Não
4103453,Não,Não,Não,Não,Não,Não
